date,buy,sell,gear,close,high,low,rsi,dev200,vix,adx,atr_pct,sma200,macd_hist
2015-07-15,55,25,2,110.37999725341795,110.80999755859376,110.06999969482422,58.17399025568985,5.094930612412287,13.229999542236328,18.922332534467774,1.3518230709535208,105.02885021209717,0.25302596378345604
2015-07-16,62,30,2,111.94000244140624,111.95999908447266,111.06999969482422,63.80966344064897,6.51285282083949,12.109999656677246,19.037897403192773,1.3738221164612592,105.0953002166748,0.4142762301428308
2015-07-17,61,32,2,113.58999633789062,113.58999633789062,112.6500015258789,68.62497531635512,8.006800585900915,11.949999809265137,20.038969960458765,1.3714727782219507,105.16930019378663,0.6008370827236253
2015-07-20,59,32,2,113.9800033569336,114.38999938964844,113.4800033569336,69.6528140806516,8.291298762978622,12.25,21.33596707344776,1.2589915829476628,105.25315021514892,0.7117034440234049
2015-07-21,59,29,2,113.91000366210938,114.1999969482422,113.58000183105467,69.21453912458158,8.139003285844403,12.220000267028809,22.540321535508962,1.234055506496217,105.33665023803711,0.7383354968457455
2015-07-22,60,20,2,112.62000274658205,113.16999816894533,112.16999816894533,61.530697873830015,6.841075533286711,12.119999885559082,22.31871890129244,1.2773665956113172,105.4089002609253,0.6312345770806327
2015-07-23,48,18,2,112.1999969482422,113.0999984741211,111.91000366210938,59.22533891278419,6.370772005388299,12.640000343322754,21.889019525388868,1.3133424086929828,105.48010025024413,0.5000091727507762
2015-07-24,50,9,2,111.0999984741211,113.0,110.93000030517578,53.5649190068911,5.255427468398346,13.739999771118164,20.69012223656655,1.3771366339426792,105.55275024414063,0.3160068953716947
2015-07-27,52,3,2,110.18000030517578,110.9499969482422,109.94000244140624,49.31933111093604,4.325858792671272,15.600000381469728,19.55950146216884,1.3186202462700052,105.6114002609253,0.11933775517946532
2015-07-28,43,13,2,111.12999725341795,111.3499984741211,109.79000091552734,53.424533108765445,5.154338808077476,13.4399995803833,18.21285809058929,1.2739248304104684,105.68275024414062,0.0441057169288398
2015-07-29,47,20,2,111.5500030517578,111.79000091552734,110.94000244140624,55.15408210719056,5.466385288458757,12.5,17.18397983249724,1.22238412803024,105.76830024719239,0.015008566426388259
2015-07-30,49,25,2,112.08000183105467,112.2699966430664,110.62000274658205,57.30845932495992,5.871785901339746,12.130000114440918,16.572379020957456,1.193023017226336,105.86390026092529,0.02333847801551192
2015-07-31,52,21,2,111.9499969482422,112.48999786376952,111.72000122070312,56.590317143857426,5.654270051315864,12.119999885559082,16.161779799086954,1.1172056700427258,105.95880023956299,0.012517194371703066
2015-08-03,59,17,2,111.5999984741211,112.27999877929688,110.86000061035156,54.60638726451978,5.228467171510481,12.5600004196167,15.051303093877689,1.1463111725560202,106.05495021820069,-0.02380842412399642
2015-08-04,51,12,2,111.38999938964844,111.75,110.93000030517578,53.39680503924337,4.93349376412867,13.0,14.020146153326227,1.153602365226801,106.15295021057129,-0.06522671845918737
2015-08-05,46,17,2,112.25,113.0,111.87999725341795,57.54437074775046,5.647854080346913,12.510000228881836,14.016820199883835,1.1466729955767296,106.24920021057129,-0.03923224222485344
2015-08-06,51,12,2,110.4499969482422,112.5,109.9499969482422,47.929570126885956,3.875215008244093,13.770000457763672,13.504613432356408,1.2235643667803668,106.32950019836426,-0.14201322204433908
2015-08-07,50,13,2,110.30999755859376,110.56999969482422,109.4000015258789,47.26805053215836,3.6780251453547312,13.390000343322754,13.382206853390567,1.241953057065663,106.39670017242432,-0.21385898161957928
2015-08-10,44,22,2,111.56999969482422,111.80999755859376,111.0,53.48985925185117,4.787423940723308,12.229999542236328,12.495797980209579,1.2842662745153226,106.47270015716553,-0.17271661642301894
2015-08-11,53,14,2,110.13999938964844,111.41000366210938,109.52999877929688,46.748329485734786,3.3845430333151905,13.710000038146973,12.451312375333886,1.3203959788188253,106.53430015563964,-0.2341882496999136
2015-08-12,50,14,2,110.5199966430664,110.73999786376952,108.22000122070312,48.602122317937905,3.6833254029180686,13.609999656677246,13.094920757274451,1.4018135186930558,106.59380012512207,-0.24071032656543273
2015-08-13,51,14,2,110.33999633789062,111.16000366210938,110.0999984741211,47.75408309318522,3.4579234435857384,13.489999771118164,13.378418698382333,1.3387183596637224,106.65205009460449,-0.2476382963837056
2015-08-14,50,16,2,110.51000213623048,110.66999816894533,109.86000061035156,48.665145687400916,3.5671696752497093,12.829999923706056,13.770786072356326,1.3140366210733148,106.70370010375977,-0.23155650679769357
2015-08-17,45,19,2,111.43000030517578,111.45999908447266,109.95999908447266,53.40082218385129,4.372537913884648,13.020000457763672,13.526140295487252,1.299341608322841,106.76180011749267,-0.1535051546830165
2015-08-18,47,14,2,110.86000061035156,111.37000274658205,110.70999908447266,50.30448166961944,3.7859501084324947,13.789999961853027,13.29896921696597,1.2976464298195272,106.8160001373291,-0.135442375637546
2015-08-19,52,8,2,110.12999725341795,111.11000061035156,109.48999786376952,46.57944939715977,3.060413480581389,15.25,13.8170080722076,1.3043027793052362,106.8596501159668,-0.16582851209179292
2015-08-20,50,0,2,107.08000183105467,109.45999908447266,107.06999969482422,34.938535602881814,0.1809878702416148,19.13999938964844,15.40808889428717,1.4942100127302456,106.88655014038086,-0.37266711565469035
2015-08-21,51,0,1,102.4000015258789,106.47000122070312,102.4000015258789,24.72692556952029,-4.202147137630564,28.030000686645508,18.20485048063986,1.7898997823483191,106.8917501449585,-0.7824336056586711
2015-08-24,58,0,1,98.45999908447266,102.52999877929688,84.73999786376953,19.547175279813217,-7.8755815386266015,40.7400016784668,22.556557200911527,3.092626830272358,106.87720012664795,-1.2489024676512628
2015-08-25,60,0,1,98.08999633789062,102.73999786376952,98.01000213623048,19.141656144143383,-8.206316115365807,36.02000045776367,26.509449680357523,3.3314886990110093,106.85920009613037,-1.495782667645699
2015-08-26,41,5,1,103.02999877929688,103.2300033569336,98.93000030517578,37.71920433339236,-3.5898590293891903,30.31999969482422,29.964165504738222,3.3513126925596715,106.86635009765625,-1.249805763182735
2015-08-27,43,22,1,105.63999938964844,105.70999908447266,103.27999877929688,44.91963529341519,-1.1645727836558932,26.100000381469727,32.11371751361624,3.3706122134156273,106.88475009918213,-0.8536568030689637
2015-08-28,40,21,1,105.62000274658205,106.0,104.8499984741211,44.87682702604988,-1.1987184187022775,26.049999237060547,33.98902629422664,3.347580703206764,106.90145011901855,-0.5500443149125362
2015-08-31,41,15,1,104.30999755859376,105.61000061035156,104.0500030517578,42.04964136618214,-2.432593323292946,28.43000030517578,35.820818322666966,3.357437826550882,106.91070011138916,-0.4014194323601341
2015-09-01,66,6,1,101.0500030517578,103.29000091552734,100.62999725341795,35.97570741585059,-5.473683528844606,31.399999618530277,37.87587502493022,3.5477492440120737,106.90145011901855,-0.4812577870389234
2015-09-02,54,6,1,103.9000015258789,103.91999816894533,101.6999969482422,43.64029704061652,-2.810769194547587,26.09000015258789,39.50452084413819,3.574865890026558,106.90485012054444,-0.30908485243482686
2015-09-03,46,8,1,103.38999938964844,105.0199966430664,103.0999984741211,42.65619909705848,-3.2900020403392696,25.61000061035156,40.525527968361736,3.6691860862393915,106.90725009918214,-0.20170463619084944
2015-09-04,48,3,1,102.16000366210938,102.8499984741211,101.58999633789062,40.29610156977964,-4.43373430008027,27.799999237060547,41.67002114393647,3.7343384150584247,106.8996501159668,-0.18605287223882283
2015-09-08,49,19,1,105.04000091552734,105.16999816894533,103.69000244140624,47.60586946109165,-1.7480312260614221,24.899999618530277,41.730293241796964,3.7876724827794694,106.90880012512207,0.03399898604446516
2015-09-09,50,9,1,103.86000061035156,106.30999755859376,103.58999633789062,45.165889848448884,-2.852639280383718,26.229999542236328,41.32520575163395,3.9063571214387616,106.9097501373291,0.11145233167572921
2015-09-10,54,13,1,104.98999786376952,105.68000030517578,103.62000274658205,47.918767445482985,-1.800819290319045,24.3700008392334,40.94905308219687,3.796279683624652,106.91535011291504,0.2426320850109569
2015-09-11,53,14,1,105.56999969482422,105.56999969482422,104.20999908447266,49.32502952451138,-1.2624419552338253,23.200000762939453,40.59976846057672,3.55079201878546,106.91980010986327,0.3649574198406782
2015-09-14,56,9,1,105.25,105.9800033569336,104.8499984741211,48.54619518323587,-1.5636187796691507,24.25,40.08165104155103,2.430946704772602,106.92185012817383,0.41705267390788103
2015-09-15,46,14,1,106.48999786376952,106.81999969482422,105.11000061035156,51.72700731238191,-0.4084127443935116,22.540000915527344,39.19917446931812,2.2000726902417824,106.92670013427734,0.5210030069801566
2015-09-16,47,17,1,107.08999633789062,107.19000244140624,106.13999938964844,53.23350758461707,0.14766027455695555,21.350000381469727,38.200934610576475,1.9149447104742285,106.93210010528564,0.6099751136104867
2015-09-17,46,14,1,107.12999725341795,108.7300033569336,106.63999938964844,53.33805956285879,0.17420114459985683,21.13999938964844,36.551727205383635,1.874891884860739,106.94370010375977,0.6477671006322439
2015-09-18,55,6,1,105.3499984741211,106.5999984741211,105.16999816894533,48.1766479771074,-1.4907775393749334,22.280000686645508,35.48505874645287,1.961488963603979,106.94430007934571,0.5338747408743474
2015-09-21,52,9,1,105.68000030517578,106.5500030517578,104.7300033569336,49.15891024080165,-1.183405192720125,20.13999938964844,34.62956788732911,1.9722612888579878,106.94560009002686,0.4643184979460626
2015-09-22,52,4,1,104.0999984741211,104.41999816894533,103.12999725341795,44.7823329933483,-2.6550135639817953,22.440000534057617,34.306559335170796,1.9246605916638995,106.93925006866455,0.30324727992603684
2015-09-23,47,4,1,104.18000030517578,104.66000366210938,103.63999938964844,45.049101262770854,-2.574736834975795,22.1299991607666,33.87888255534795,1.7963423285442228,106.93325008392334,0.1985062616173623
2015-09-24,48,3,1,103.8000030517578,104.19000244140624,102.2699966430664,43.962662338240946,-2.9263288083907693,23.46999931335449,33.880674287527306,1.8029190108818909,106.92910011291504,0.10475411559328462
2015-09-25,46,0,1,102.91999816894533,105.01000213623048,102.27999877929688,41.46848860923146,-3.7401263343900046,23.6200008392334,33.42496344766567,1.8828785620088444,106.9189001083374,-0.009343850377941942
2015-09-28,48,0,1,99.98999786376952,102.5500030517578,99.69000244140624,34.45864701757897,-6.465999551917967,27.6299991607666,33.72628978738657,1.9537683730246318,106.90230010986328,-0.2610176003809075
2015-09-29,47,0,1,99.47000122070312,101.26000213623048,98.75,33.380205591997054,-6.933573919153954,26.82999992370605,34.23701801427083,1.9489021775960937,106.88065010070801,-0.4313323172652622
2015-09-30,30,6,1,101.76000213623048,101.87000274658205,100.5,41.99048723692948,-4.786942991504704,24.5,34.35941619048624,1.928910157529879,106.87610012054444,-0.3614140163630877
2015-10-01,32,8,1,102.22000122070312,102.2300033569336,100.58999633789062,43.568256646046876,-4.3592682927448205,22.549999237060547,34.261960348296036,1.9397959808187175,106.87915012359619,-0.2605502528572081
2015-10-02,35,18,1,104.01000213623048,104.01000213623048,100.4800033569336,49.342189127708174,-2.702822168233628,20.940000534057617,33.185876200096025,2.0712311955474876,106.89930011749267,-0.06010646159572319
2015-10-05,46,25,1,105.5,105.77999877929688,104.5500030517578,53.59817674235377,-1.326065539019878,19.540000915527344,31.335305051181273,2.0460409010756084,106.91780010223388,0.1732360680045869
2015-10-06,50,16,1,105.0,105.5999984741211,104.18000030517578,52.0188085759605,-1.7971588518839978,19.399999618530277,29.762723882385114,2.0809536888485884,106.92155010223388,0.28757483375036585
2015-10-07,46,13,1,105.62999725341795,105.86000061035156,104.29000091552734,53.863531102326675,-1.2139959800239435,18.399999618530277,28.174511125535528,2.0333790275686856,106.92810009002686,0.39278886237885624
2015-10-08,47,17,1,106.0500030517578,106.2300033569336,104.20999908447266,55.102841775005686,-0.8280201220236976,17.420000076293945,26.511578799676432,2.0293675001389024,106.93545009613037,0.4724717799640008
2015-10-09,42,12,1,106.52999877929688,106.7300033569336,105.80999755859376,56.5396404585113,-0.38996055986462175,17.079999923706055,24.709499361965346,1.9598789462430095,106.94705009460449,0.5347267399337208
2015-10-12,37,7,1,106.79000091552734,106.98999786376952,106.3499984741211,57.33609663248097,-0.1584704194232467,16.170000076293945,22.98975699182686,1.8273529054880087,106.95950008392334,0.5675364583760969
2015-10-13,44,2,1,106.0999984741211,107.26000213623048,106.0,54.482553653864834,-0.8084917627251182,17.670000076293945,21.49423953536755,1.8553938900721882,106.96480007171631,0.5182499270717131
2015-10-14,39,4,1,105.93000030517578,106.62999725341795,105.48999786376952,53.77249410066715,-0.9716332612812345,18.030000686645508,20.386762088235916,1.8057756443564439,106.96935009002685,0.45209499973649836
2015-10-15,39,10,2,107.66999816894533,107.68000030517578,106.18000030517578,59.57921810879732,0.6392401312143846,16.049999237060547,19.122236083943516,1.7115797688646424,106.98610008239746,0.49969630792611186
2015-10-16,38,12,2,108.12000274658205,108.18000030517578,107.37999725341795,60.945543746330465,1.0368638291446626,15.050000190734863,18.22797958436848,1.5439206048636749,107.01045009613037,0.5326392146600003
2015-10-19,38,14,2,108.73999786376952,108.80999755859376,107.73999786376952,62.810733990276134,1.5887112549286426,14.979999542236328,17.74327382580193,1.440527601538844,107.0394500732422,0.564302004328538
2015-10-20,40,6,2,108.18000030517578,108.77999877929688,107.80999755859376,60.02237759846383,1.0336855825514661,15.75,17.29318990713299,1.3535651692257966,107.07320007324219,0.5169120913610407
2015-10-21,38,2,1,107.5199966430664,108.83999633789062,107.4800033569336,56.82078171551245,0.38235913009543127,16.700000762939453,16.632336485607304,1.3432718067071598,107.1104500579834,0.41489743032187054
2015-10-22,50,26,2,109.70999908447266,109.8000030517578,108.16999816894533,63.733406975802055,2.3870709448025087,14.449999809265137,16.591881113238145,1.2350748732634034,107.152200050354,0.46492790877510837
2015-10-23,45,43,2,112.77999877929688,113.23999786376952,112.06999969482422,70.79239705033575,5.205615271695027,14.460000038146973,18.06462337453349,1.3129234673513972,107.1996000289917,0.6627343588361544
2015-10-26,47,30,2,112.8499984741211,113.06999969482422,112.2699966430664,70.93132943186521,5.220707982082543,15.289999961853027,19.432169760022024,1.2728663928763977,107.25075000762939,0.7498310869186244
2015-10-27,54,26,2,113.08000183105467,113.23999786376952,112.5199966430664,71.41250806118633,5.378518204955736,15.43000030517578,20.76586740574405,1.2165860505299992,107.30840000152588,0.7714733948578374
2015-10-28,57,34,2,114.0199966430664,114.0199966430664,112.33999633789062,73.35380649167813,6.192643110420078,14.329999923706056,22.294795952055377,1.1852565956329857,107.37090000152588,0.7945072668433695
2015-10-29,50,26,2,113.83999633789062,114.02999877929688,113.37999725341795,72.34075446380882,5.9614450286129115,14.609999656677246,23.71825997292467,1.1701893481593233,107.43529998779297,0.7439195559433993
2015-10-30,60,17,2,113.33000183105467,114.08000183105467,113.3000030517578,69.41563675505549,5.4196291311970715,15.06999969482422,24.96134185122852,1.184279048627569,107.50369998931885,0.6270841524046937
2015-11-02,56,34,2,114.61000061035156,114.75,113.38999938964844,72.42893798502783,6.541951524717817,14.149999618530272,26.390332511775245,1.1810241238435404,107.57264999389649,0.5876546216068523
2015-11-03,59,39,3,115.01000213623048,115.41999816894533,114.20999908447266,73.31378238152993,6.847296112223236,14.539999961853027,27.975588706933383,1.1812639844471702,107.63959999084473,0.541309800768619
2015-11-04,57,32,2,115.0199966430664,115.47000122070312,114.54000091552734,73.33680792850656,6.792687985134544,15.510000228881836,29.466908994346642,1.1302385367026695,107.70399997711182,0.466936990834554
2015-11-05,56,26,2,114.70999908447266,115.4000015258789,114.11000061035156,71.28239930536473,6.452085060713489,15.050000190734863,30.35834327135192,1.1638045375652606,107.7573999786377,0.35741013600990046
2015-11-06,61,33,2,114.79000091552734,114.91999816894533,113.76000213623048,71.50425530331634,6.474304524273379,14.329999923706056,30.78982604471591,1.1685934955455153,107.81004997253417,0.25566522555037396
2015-11-09,62,12,2,113.56999969482422,114.51000213623048,112.87000274658205,63.453713872136525,5.29663269780609,16.520000457763672,30.24852672843725,1.240895846523594,107.85719997406005,0.08058565290559772
2015-11-10,56,8,2,113.27999877929688,113.38999938964844,112.62999725341795,61.67611407678339,4.9701424674532095,15.289999961853027,29.505530849800746,1.2175901304020713,107.91639995574951,-0.07211392894283764
2015-11-11,53,7,2,113.13999938964844,114.13999938964844,112.9499969482422,60.79074194814184,4.781088124488204,16.059999465942383,29.29752250719445,1.150281656038902,107.97749996185303,-0.19304429254610556
2015-11-12,58,3,2,112.04000091552734,113.2300033569336,111.95999908447266,54.2064316967033,3.7136128255139114,18.3700008392334,28.138023451636418,1.0174941719444,108.02824996948242,-0.34854786798390514
2015-11-13,57,2,2,109.83999633789062,111.69000244140624,109.77999877929688,43.95284095267846,1.6359900786127786,20.07999992370605,26.827870074396156,1.1328169791859466,108.07194995880127,-0.586974917039659
2015-11-16,54,8,2,111.41999816894533,111.44000244140624,109.4800033569336,51.10602206512622,3.052972797264609,18.15999984741211,25.798745306013704,1.1962461194940814,108.11914993286133,-0.6223090401837377
2015-11-17,45,7,2,111.48999786376952,112.29000091552734,111.20999908447266,51.40195117661901,3.0770548745170765,18.84000015258789,24.188423342097632,1.1570547988949231,108.16179992675781,-0.6234426193192699
2015-11-18,50,21,2,113.62999725341795,113.73999786376952,111.83000183105467,59.476859487627294,5.003342733547413,16.850000381469727,23.1890217036861,1.235840895721499,108.21559989929199,-0.4695570394875799
2015-11-19,53,18,2,113.70999908447266,114.2300033569336,113.48999786376952,59.74613527870518,5.028985918644711,16.989999771118164,22.551350448969572,1.2324591714477673,108.2653498840332,-0.3569694065989868
2015-11-20,60,16,2,114.4800033569336,114.56999969482422,114.13999938964844,62.34002849421517,5.684808037547686,15.470000267028809,22.159586229340977,1.1892290767245675,108.32209991455078,-0.23132060721423664
2015-11-23,56,12,2,114.1500015258789,114.94000244140624,113.66000366210938,60.539535269976376,5.324979572964591,15.619999885559082,21.399588376809426,1.1970472596514685,108.37884990692139,-0.17374463265144335
2015-11-24,57,9,2,114.0500030517578,114.31999969482422,112.83999633789062,59.97427145814558,5.185883549074277,15.93000030517578,20.055147328846243,1.232543059896387,108.42709991455078,-0.1467793375511819
2015-11-25,53,7,2,114.1500015258789,114.36000061035156,113.91000366210938,60.37273708161329,5.2326402803141905,15.1899995803833,18.83592792301483,1.1789006535785815,108.47394992828369,-0.12731591082965799
2015-11-27,54,9,2,114.30999755859376,114.54000091552734,113.91999816894533,61.04101902539117,5.339787999869539,15.119999885559082,17.84185273702638,1.1435081733503099,108.51549991607666,-0.10945573212476889
2015-11-30,54,11,2,114.0199966430664,114.6500015258789,113.6500015258789,59.09567599198212,5.038133457098082,16.1299991607666,16.685119038789942,1.088782710633317,108.55104988098145,-0.12200498050463904
2015-12-01,60,25,3,115.16000366210938,115.16000366210938,114.33999633789062,63.95831811338936,6.048526481958989,14.670000076293944,16.030009373826072,1.0904098744721757,108.59179988861084,-0.0614185766613653
2015-12-02,56,6,2,114.4499969482422,115.75,114.27999877929688,59.235262908762934,5.3593306538303835,15.90999984741211,15.87861461391633,1.1146491902118603,108.6282498550415,-0.07609177138642575
2015-12-03,58,1,2,112.51000213623048,114.95999908447266,111.83999633789062,48.66140584884333,3.5504545349600938,18.11000061035156,15.666971641399128,1.251318714426749,108.65234985351563,-0.2154885697679525
2015-12-04,60,14,3,115.13999938964844,115.33000183105467,112.62000274658205,59.27482825391396,5.938206914839268,14.8100004196167,15.171749661638916,1.2574765899091997,108.68599983215331,-0.13361493678984004
2015-12-07,56,6,3,114.62000274658205,115.29000091552734,114.06999969482422,56.77561534416491,5.4301811513140725,15.84000015258789,14.711900680433006,1.2170664057315006,108.7164998626709,-0.11806595133165265
2015-12-08,53,5,2,114.62999725341795,115.0,113.37999725341795,56.813305542958666,5.410141282154875,17.600000381469727,14.768332601911982,1.250608981935283,108.74664985656739,-0.11081118031203918
2015-12-09,58,2,2,112.88999938964844,114.76000213623048,112.1999969482422,48.830385320478086,3.788333535918619,19.61000061035156,15.54599191096061,1.2894997583730565,108.76944984436035,-0.2205632329977094
2015-12-10,54,2,2,113.4000015258789,114.16000366210938,112.80999755859376,51.00351009368583,4.235559184557734,19.34000015258789,16.268104126505765,1.3221232110677505,108.79204986572266,-0.2538070602114466
2015-12-11,52,0,2,110.79000091552734,112.38999938964844,110.72000122070312,41.32987131994101,1.8253015103885168,24.38999938964844,17.989916478672676,1.4706089956338397,108.80399986267089,-0.4358871263160865
2015-12-14,62,2,2,111.62999725341795,111.68000030517578,109.37999725341795,44.94878462506022,2.586721433162521,22.729999542236328,20.100909341498948,1.5248098267845895,108.8152498626709,-0.48054570523553153
2015-12-15,58,7,2,112.30999755859376,113.27999877929688,112.16999816894533,47.758075472228505,3.195322467774802,20.950000762939453,20.64972412634499,1.5263893966504212,108.83244983673096,-0.4458453939434691
2015-12-16,58,19,2,113.9800033569336,114.16999816894533,111.88999938964844,53.9704808334784,4.703195656012605,17.860000610351562,20.48146997285892,1.618707015509484,108.86009986877441,-0.2990275057830764
2015-12-17,57,7,2,112.31999969482422,114.4800033569336,112.3000030517578,47.876030976734256,3.16086263920201,18.940000534057617,20.09622031313731,1.7418364609817532,108.87849987030029,-0.3014648089063172
2015-12-18,46,3,1,109.83000183105467,111.87999725341795,109.83000183105467,40.49015124361186,0.8627025391609181,20.700000762939453,20.88287131253561,1.8782291651719212,108.89059986114502,-0.44960579856800675
2015-12-21,44,4,2,111.0500030517578,111.06999969482422,110.0500030517578,44.96967786081142,1.967502791604189,18.700000762939453,21.61333295483403,1.8640263600260332,108.90724987030029,-0.4435170238354817
2015-12-22,50,10,2,111.77999877929688,111.94000244140624,111.0500030517578,47.51544977703822,2.6092462377814707,16.600000381469727,21.621453453704664,1.8147903467789317,108.93754985809326,-0.3713393451604238
2015-12-23,47,17,2,112.61000061035156,112.69000244140624,112.16000366210938,50.32905569135915,3.3355807196158382,15.56999969482422,21.08733492216416,1.6612339400360416,108.97504985809326,-0.254293581657386
2015-12-24,44,16,2,112.58999633789062,112.9000015258789,112.54000091552734,50.259123828754404,3.2850466650745993,15.739999771118164,20.441036344451902,1.5054635268018488,109.00899982452393,-0.16892692140143603
2015-12-28,54,10,2,112.52999877929688,112.5500030517578,111.51000213623048,50.034569216595564,3.1959746396178477,16.90999984741211,20.398509146400833,1.4973792291947237,109.04494983673095,-0.11005843019197535
2015-12-29,60,18,2,114.3000030517578,114.5500030517578,113.12999725341795,56.24548148769439,4.782647692291328,16.079999923706055,19.019015237235656,1.4991883815795681,109.08294986724853,0.046152825494102614
2015-12-30,55,11,2,113.2699966430664,114.23999786376952,113.25,52.18062401141462,3.807953733702539,17.290000915527344,17.738056607296564,1.4175996451310044,109.11494983673096,0.07639245600076806
2015-12-31,57,6,2,111.86000061035156,113.08000183105467,111.83999633789062,47.156483854936184,2.497236913469697,18.209999084472656,17.35027001022676,1.4405765539125546,109.13464984893798,0.0016661369811629481
2016-01-04,40,0,2,109.5,109.5999984741211,108.12000274658205,40.18267238677385,0.3282430057637734,20.700000762939453,18.517195143597682,1.5407699117144191,109.14174983978272,-0.1955643987748158
2016-01-05,35,0,1,109.30999755859376,110.18000030517578,108.8000030517578,39.673967199003,0.1505765233566371,19.34000015258789,19.22525436932798,1.4833303354313336,109.1456498336792,-0.32030910923362715
2016-01-06,40,0,1,108.26000213623048,108.88999938964844,107.41000366210938,36.894259941233784,-0.811163930397275,20.59000015258789,20.353775544668736,1.5142110835019615,109.14534984588623,-0.44723447851931203
2016-01-07,46,0,1,104.87000274658205,107.29000091552734,104.80999755859376,29.667129997316863,-3.903642596196689,24.989999771118164,22.128257703691993,1.6428499561005048,109.13004985809326,-0.7171872535925267
2016-01-08,46,0,1,104.01000213623048,106.29000091552734,103.9000015258789,28.160089530144376,-4.68536157709982,27.01000022888184,23.994106825564465,1.6708553917860667,109.12279987335205,-0.8995422387876708
