date,close,high,low,buy,sell,rsi,dev200,gear,vix,adx,atr_pct,sma200,macd_hist
2015-06-15,0.5267500281333923,0.5292500257492065,0.5210000276565552,64,9,42.32893610274656,2.2793240850532297,3,15.390000343322754,13.778540637300555,2.505253929513488,0.5150112526118755,-0.0014503579875311974
2015-06-16,0.5332499742507935,0.5339999794960022,0.5205000042915344,62,12,46.08967727776094,3.492691066199311,3,14.8100004196167,13.985151184177179,2.2503506977628,0.5152537524700165,-0.0014324808234385995
2015-06-17,0.5394999980926514,0.5425000190734863,0.5317500233650208,62,20,49.49976449095665,4.651613048249269,3,14.5,13.34336247916605,2.230900929298995,0.5155200023949146,-0.0009410871455274896
2015-06-18,0.5485000014305115,0.5519999861717224,0.5425000190734863,52,31,54.0109782490416,6.334512468311028,3,13.1899995803833,12.839083100678009,2.2984758737645814,0.5158250023424625,-1.0199639316726527e-06
2015-06-19,0.546750009059906,0.5529999732971191,0.5417500138282776,65,23,53.01920725915211,5.9390294206910825,3,13.960000038146973,12.451388064470715,2.2993002354860375,0.5160987523198127,0.00048494991501691015
2015-06-22,0.5444999933242798,0.5507500171661377,0.5362499952316284,69,20,51.70461004427738,5.4583644638621145,3,12.739999771118164,11.580850353444003,2.3481564032153326,0.5163175022602081,0.0006278094359497129
2015-06-23,0.5304999947547913,0.5497499704360962,0.5262500047683716,61,15,44.33807250274943,2.715770633686825,3,12.109999656677246,11.560359689462208,2.5548660078423246,0.5164737522602081,-0.00020316225957296501
2015-06-24,0.5252500176429749,0.5325000286102295,0.5227500200271606,44,7,41.92578301721974,1.6692464272195173,2,13.260000228881836,11.80517056707219,2.5124076302307747,0.5166262523829936,-0.0010420826102612063
2015-06-25,0.5292500257492065,0.5325000286102295,0.5252500176429749,61,12,44.40752577302176,2.4031157580294904,3,14.010000228881836,12.032494953424317,2.398945455964771,0.5168300025165081,-0.0012493198689586902
2015-06-26,0.5184999704360962,0.5254999995231628,0.5162500143051147,52,1,39.519641578900334,0.29570658278598855,2,14.020000457763672,12.914354245919274,2.338475344794702,0.5169712524116039,-0.001988233819679304
2015-06-29,0.503000020980835,0.5177500247955322,0.5022500157356262,35,0,33.75120773985755,-2.719216625884555,1,18.850000381469727,14.576697303101168,2.538340123285626,0.5170600025355816,-0.0033202528908565353
2015-06-30,0.5027499794960022,0.5082499980926514,0.4992499947547912,33,0,33.66583861554683,-2.7908403813931866,1,18.229999542236328,16.27884223718905,2.486323788431915,0.5171837525069714,-0.003973411092348531
2015-07-01,0.5099999904632568,0.5224999785423279,0.5055000185966492,44,3,38.52147570958071,-1.4257055508713152,2,16.09000015258789,16.366105408809926,2.5945368084567146,0.5173762524127961,-0.0036791407866073635
2015-07-02,0.5105000138282776,0.5137500166893005,0.5072500109672546,39,0,38.85391622178572,-1.359564393331743,2,16.790000915527344,16.447135496743595,2.4590722428457465,0.517536252439022,-0.003228849716464935
2015-07-06,0.5042499899864197,0.5132499933242798,0.5005000233650208,31,1,36.21766375087737,-2.5912114547483287,1,17.010000228881836,16.97389926973103,2.5532951824197685,0.5176637524366379,-0.0031277858975566116
