date,close,high,low,buy,sell,rsi,dev200,gear,vix,adx,atr_pct,sma200,macd_hist
2015-06-15,16.691999435424805,16.75200080871582,16.400667190551758,71,14,59.517933987147366,10.068339664075712,3,15.390000343322754,28.968104294969546,1.8802836863687598,15.165123310089111,-0.07488565521532109
2015-06-16,16.874666213989258,16.895999908447266,16.606666564941406,76,33,63.03705611202912,11.299132794526928,3,14.8100004196167,27.822858399573988,1.8709357027929547,15.16154330253601,-0.06736928548732157
2015-06-17,17.360666275024414,17.624000549316406,16.801332473754883,63,65,70.407786951771,14.52800337447066,3,14.5,28.3409273285633,1.9718900372843153,15.158446636199951,-0.03164905534382678
2015-06-18,17.459333419799805,17.56399917602539,17.334667205810547,54,65,71.64404518015913,15.235239944617426,3,13.1899995803833,28.821991334053372,1.9607463839092536,15.151036634445191,-0.004770252616785098
2015-06-19,17.500667572021484,17.586666107177734,17.34000015258789,59,63,72.16859653672178,15.555544148122848,3,13.960000038146973,29.310891824507983,1.9444148189574815,15.144809970855713,0.011509898164651033
2015-06-22,17.319332122802734,17.626667022705078,17.04599952697754,76,45,66.36814528495307,14.42430960336364,3,12.739999771118164,28.672080068598543,2.117644526798039,15.136059970855714,0.006057099677685085
2015-06-23,17.844667434692383,17.866666793823242,17.238000869750977,60,67,73.1107881770856,17.920304755108848,3,12.109999656677246,28.591935557324383,2.2079420566873997,15.13281997680664,0.03235262604028866
2015-06-24,17.67799949645996,17.823333740234375,17.58133316040039,74,48,68.42387247418804,16.862543549766553,3,13.260000228881836,28.517515653998377,2.238455855534729,15.127173309326173,0.03293316345208214
2015-06-25,17.91933250427246,18.0939998626709,17.683332443237305,66,61,71.29355849846908,18.483203336792066,3,14.010000228881836,28.994494483716185,2.26730373227017,15.123943309783936,0.043328217111994305
2015-06-26,17.805999755859375,17.94066619873047,17.733333587646484,78,46,68.16075409563341,17.77020886596887,3,14.020000457763672,29.437403397025577,2.1079032135248683,15.119273309707642,0.03659719975794884
2015-06-29,17.468000411987305,17.729999542236328,17.3799991607666,72,23,59.73077908465485,15.58126273095844,3,18.850000381469727,28.51842072255135,2.2247481396230455,15.113176651000977,0.005063634250501159
2015-06-30,17.884000778198242,18.06133270263672,17.600000381469727,73,40,65.40232390160868,18.362389754502157,3,18.229999542236328,28.39283339030931,2.2102750457613274,15.109529991149902,0.00774431264632397
2015-07-01,17.94333267211914,18.17466735839844,17.856666564941406,75,46,66.13491145919352,18.715024069062856,3,16.09000015258789,28.5014276810141,2.224993811151797,15.114626655578613,0.0089498911755444
2015-07-02,18.667999267578125,18.82999992370605,18.220666885375977,65,69,73.51215273377953,23.45700315755212,3,16.790000915527344,29.66058845321292,2.3949825560119113,15.121053314208984,0.051607414963803666
2015-07-06,18.64800071716309,18.779333114624023,18.420000076293945,59,74,73.03928114606248,23.274907623629623,3,17.010000228881836,30.73695202739754,2.4006150576647243,15.127166652679444,0.07036962342367531
2015-07-07,17.858667373657227,18.34666633605957,17.384666442871094,78,30,57.356776345981274,18.046361323665998,3,16.09000015258789,28.85012287463905,2.8962867015976665,15.12851999282837,0.023913629399551828
2015-07-08,16.997333526611328,17.386667251586914,16.95400047302246,82,18,45.80035152711032,12.363711410345164,3,19.65999984741211,27.30910035615522,3.0775136955489586,15.127066659927369,-0.06563397841160823
2015-07-09,17.19466781616211,17.530000686645508,17.119333267211914,78,20,48.367087027621864,13.648463661236498,3,19.96999931335449,25.5845379982078,3.168203493412997,15.129696664810181,-0.10978502100034049
